"08:36:09,34",->,SP:,PV:,error:,diff
"08:38:07,05",->,50,49,1,"00:00:00,10"
"08:38:07,15",->,50,49,1,"00:00:00,10"
"08:38:07,29",->,50,49,1,"00:00:00,13"
"08:38:07,35",->,50,49,1,"00:00:00,07"
"08:38:07,45",->,50,49,1,"00:00:00,10"
"08:38:07,59",->,50,49,1,"00:00:00,13"
"08:38:07,69",->,50,49,1,"00:00:00,10"
"08:38:07,75",->,50,49,1,"00:00:00,07"
"08:38:07,85",->,50,49,1,"00:00:00,10"
"08:38:07,98",->,50,49,1,"00:00:00,13"
"08:38:08,08",->,50,49,1,"00:00:00,10"
"08:38:08,15",->,50,49,1,"00:00:00,07"
"08:38:08,28",->,50,49,1,"00:00:00,13"
"08:38:08,38",->,50,49,1,"00:00:00,10"
"08:38:08,48",->,50,49,1,"00:00:00,10"
"08:38:08,55",->,50,49,1,"00:00:00,07"
"08:38:08,68",->,50,49,1,"00:00:00,13"
"08:38:08,78",->,50,49,1,"00:00:00,10"
"08:38:08,88",->,50,49,1,"00:00:00,10"
"08:38:08,98",->,50,49,1,"00:00:00,10"
"08:38:09,08",->,50,49,1,"00:00:00,10"
"08:38:09,18",->,50,49,1,"00:00:00,10"
"08:38:09,28",->,50,49,1,"00:00:00,10"
"08:38:09,38",->,50,49,1,"00:00:00,10"
"08:38:09,48",->,50,49,1,"00:00:00,10"
"08:38:09,58",->,50,49,1,"00:00:00,10"
"08:38:09,68",->,50,49,1,"00:00:00,10"
"08:38:09,78",->,50,49,1,"00:00:00,10"
"08:38:09,88",->,50,49,1,"00:00:00,10"
"08:38:09,98",->,50,49,1,"00:00:00,10"
"08:38:10,08",->,50,49,1,"00:00:00,10"
"08:38:10,18",->,50,49,1,"00:00:00,10"
"08:38:10,28",->,50,49,1,"00:00:00,10"
"08:38:10,38",->,50,49,1,"00:00:00,10"
"08:38:10,48",->,50,49,1,"00:00:00,10"
"08:38:10,57",->,50,49,1,"00:00:00,10"
"08:38:10,67",->,50,49,1,"00:00:00,10"
"08:38:10,77",->,50,49,1,"00:00:00,10"
"08:38:10,87",->,50,49,1,"00:00:00,10"
"08:38:10,97",->,50,49,1,"00:00:00,10"
"08:38:11,11",->,50,49,1,"00:00:00,13"
"08:38:11,17",->,50,49,1,"00:00:00,07"
"08:38:11,27",->,50,49,1,"00:00:00,10"
"08:38:11,41",->,50,49,1,"00:00:00,13"
"08:38:11,50",->,50,49,1,"00:00:00,10"
"08:38:11,57",->,50,49,1,"00:00:00,07"
"08:38:11,67",->,50,49,1,"00:00:00,10"
"08:38:11,80",->,50,49,1,"00:00:00,13"
"08:38:11,90",->,50,49,1,"00:00:00,10"
"08:38:11,97",->,50,49,1,"00:00:00,07"
"08:38:12,10",->,50,49,1,"00:00:00,13"
"08:38:12,20",->,50,49,1,"00:00:00,10"
"08:38:12,30",->,50,49,1,"00:00:00,10"
"08:38:12,40",->,50,49,1,"00:00:00,10"
"08:38:12,50",->,50,49,1,"00:00:00,10"
"08:38:12,60",->,50,49,1,"00:00:00,10"
"08:38:12,70",->,50,49,1,"00:00:00,10"
"08:38:12,80",->,50,49,1,"00:00:00,10"
"08:38:12,90",->,50,49,1,"00:00:00,10"
"08:38:13,00",->,50,49,1,"00:00:00,10"
"08:38:13,10",->,50,49,1,"00:00:00,10"
"08:38:13,20",->,50,49,1,"00:00:00,10"
"08:38:13,30",->,50,49,1,"00:00:00,10"
"08:38:13,40",->,50,49,1,"00:00:00,10"
"08:38:13,50",->,50,49,1,"00:00:00,10"
"08:38:13,60",->,50,49,1,"00:00:00,10"
"08:38:13,70",->,50,49,1,"00:00:00,10"
"08:38:13,80",->,50,49,1,"00:00:00,10"
"08:38:13,90",->,50,49,1,"00:00:00,10"
"08:38:14,00",->,50,49,1,"00:00:00,10"
"08:38:14,10",->,50,49,1,"00:00:00,10"
"08:38:14,20",->,50,49,1,"00:00:00,10"
"08:38:14,30",->,50,49,1,"00:00:00,10"
"08:38:14,40",->,50,49,1,"00:00:00,10"
"08:38:14,50",->,50,49,1,"00:00:00,10"
"08:38:14,60",->,50,49,1,"00:00:00,10"
"08:38:14,69",->,50,49,1,"00:00:00,10"
"08:38:14,79",->,50,49,1,"00:00:00,10"
"08:38:14,93",->,50,49,1,"00:00:00,13"
"08:38:14,99",->,50,49,1,"00:00:00,07"
"08:38:15,09",->,50,49,1,"00:00:00,10"
"08:38:15,19",->,50,49,1,"00:00:00,10"
"08:38:15,33",->,50,49,1,"00:00:00,13"
"08:38:15,39",->,50,49,1,"00:00:00,07"
"08:38:15,49",->,50,49,1,"00:00:00,10"
"08:38:15,62",->,50,49,1,"00:00:00,13"
"08:38:15,72",->,50,49,1,"00:00:00,10"
"08:38:15,79",->,50,49,1,"00:00:00,07"
"08:38:15,92",->,50,49,1,"00:00:00,13"
